week,facility_id,finished_sku_id,realized_selling_price,list_price,emailer_for_promotion,homepage_featured,customer_orders,facility_city_id,facility_region_id,facility_type,facility_capacity_index,date,year,month,year_month,sku_performance_tier,finished_family,facility_scale,facility_volatility
1,FACILITY_4,SEMICONDUCTOR_1,4741.884830798174,4758.740071372583,0,0,715,685,56,mid_capacity,0.5811475409836065,2023-01-01,2023,1,2023-01,mid,mixed_signal_interface_modules,local_dc,722.692017537207
1,FACILITY_4,SEMICONDUCTOR_7,6981.777750731241,6964.922510156834,0,0,379,685,56,mid_capacity,0.5811475409836065,2023-01-01,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
1,FACILITY_4,SEMICONDUCTOR_3,4201.842922794145,4742.390488015407,1,0,2902,685,56,mid_capacity,0.5811475409836065,2023-01-01,2023,1,2023-01,mid,mixed_signal_interface_modules,local_dc,722.692017537207
1,FACILITY_4,SEMICONDUCTOR_8,5249.227572087852,5232.372331513445,0,0,701,685,56,mid_capacity,0.5811475409836065,2023-01-01,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
1,FACILITY_4,SEMICONDUCTOR_6,4627.9434045151775,4594.232923366361,0,0,662,685,56,mid_capacity,0.5811475409836065,2023-01-01,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
1,FACILITY_4,SEMICONDUCTOR_10,4399.049237514718,5428.061674582321,1,0,296,685,56,mid_capacity,0.5811475409836065,2023-01-01,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
1,FACILITY_3,SEMICONDUCTOR_2,2289.9529844390577,2256.242503290242,0,0,1673,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
1,FACILITY_3,SEMICONDUCTOR_5,2273.0977438646496,2289.9529844390577,0,0,1446,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
1,FACILITY_3,SEMICONDUCTOR_11,2256.242503290242,2126.4571508673007,0,1,647,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
1,FACILITY_3,SEMICONDUCTOR_12,3107.4321522978407,3107.4321522978407,0,0,742,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
1,FACILITY_3,SEMICONDUCTOR_9,3057.372087791849,3057.372087791849,0,0,865,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,mid,mixed_signal_interface_modules,regional_dc,739.7757706022995
1,FACILITY_3,SEMICONDUCTOR_4,3303.6271525839484,3303.6271525839484,0,0,1350,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,mid,mixed_signal_interface_modules,regional_dc,739.7757706022995
1,FACILITY_3,SEMICONDUCTOR_1,4986.6229239385775,5020.333405087394,0,0,1566,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,mid,mixed_signal_interface_modules,regional_dc,739.7757706022995
1,FACILITY_3,SEMICONDUCTOR_7,7177.972751017349,7194.8279915917565,0,0,1419,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,high,compute_control_modules,regional_dc,739.7757706022995
1,FACILITY_3,SEMICONDUCTOR_3,3908.056079582216,4660.136914012297,1,0,2672,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,mid,mixed_signal_interface_modules,regional_dc,739.7757706022995
1,FACILITY_3,SEMICONDUCTOR_8,5542.50875808255,5542.50875808255,0,0,810,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,high,compute_control_modules,regional_dc,739.7757706022995
1,FACILITY_3,SEMICONDUCTOR_6,4709.185664083823,4692.330423509416,0,0,932,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,high,compute_control_modules,regional_dc,739.7757706022995
1,FACILITY_3,SEMICONDUCTOR_10,4414.893163654661,5428.061674582321,1,0,472,590,56,mid_capacity,0.6155737704918032,2023-01-01,2023,1,2023-01,high,compute_control_modules,regional_dc,739.7757706022995
1,FACILITY_2,SEMICONDUCTOR_2,2289.9529844390577,2469.7984013679898,0,1,2241,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,low,power_management_modules,large_dc,1345.705930563683
1,FACILITY_2,SEMICONDUCTOR_5,2289.9529844390577,2452.4375035763496,0,1,2335,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,low,power_management_modules,large_dc,1345.705930563683
1,FACILITY_2,SEMICONDUCTOR_11,2256.242503290242,2289.9529844390577,0,0,675,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,low,power_management_modules,large_dc,1345.705930563683
1,FACILITY_2,SEMICONDUCTOR_12,3041.5281616519055,3041.5281616519055,0,0,676,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,low,power_management_modules,large_dc,1345.705930563683
1,FACILITY_2,SEMICONDUCTOR_9,3090.576911723433,3107.4321522978407,0,0,931,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,mid,mixed_signal_interface_modules,large_dc,1345.705930563683
1,FACILITY_2,SEMICONDUCTOR_4,3254.0727452951896,3270.9279858695973,0,0,1351,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,mid,mixed_signal_interface_modules,large_dc,1345.705930563683
1,FACILITY_2,SEMICONDUCTOR_1,4709.185664083823,4709.185664083823,0,0,944,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,mid,mixed_signal_interface_modules,large_dc,1345.705930563683
1,FACILITY_2,SEMICONDUCTOR_7,7194.322334374524,7177.467093800116,0,0,932,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,high,compute_control_modules,large_dc,1345.705930563683
1,FACILITY_2,SEMICONDUCTOR_3,4137.455903799907,5133.769174153158,1,0,2443,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,mid,mixed_signal_interface_modules,large_dc,1345.705930563683
1,FACILITY_2,SEMICONDUCTOR_8,5249.227572087852,5249.227572087852,0,0,620,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,high,compute_control_modules,large_dc,1345.705930563683
1,FACILITY_2,SEMICONDUCTOR_6,4546.195487729299,4546.195487729299,0,0,1228,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,high,compute_control_modules,large_dc,1345.705930563683
1,FACILITY_2,SEMICONDUCTOR_10,4415.398820871894,5444.9169151567285,1,0,1039,590,56,high_capacity,0.9065573770491803,2023-01-01,2023,1,2023-01,high,compute_control_modules,large_dc,1345.705930563683
2,FACILITY_1,SEMICONDUCTOR_2,2289.9529844390577,2044.2035768641902,0,1,1891,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,low,power_management_modules,mega_hub,956.5054744508195
2,FACILITY_1,SEMICONDUCTOR_5,2256.242503290242,2061.058817438598,0,1,2606,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,low,power_management_modules,mega_hub,956.5054744508195
2,FACILITY_1,SEMICONDUCTOR_11,2272.5920866474175,2272.5920866474175,0,0,447,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,low,power_management_modules,mega_hub,956.5054744508195
2,FACILITY_1,SEMICONDUCTOR_12,3090.0712545062006,3106.9264950806087,0,0,513,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,low,power_management_modules,mega_hub,956.5054744508195
2,FACILITY_1,SEMICONDUCTOR_9,3073.721671149025,3073.721671149025,0,0,784,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,mega_hub,956.5054744508195
2,FACILITY_1,SEMICONDUCTOR_4,3254.0727452951896,3270.9279858695973,0,0,2120,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,mega_hub,956.5054744508195
2,FACILITY_1,SEMICONDUCTOR_1,5249.227572087852,5249.227572087852,0,0,1310,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,mega_hub,956.5054744508195
2,FACILITY_1,SEMICONDUCTOR_7,7538.1692420924455,7521.314001518038,0,0,1068,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,high,compute_control_modules,mega_hub,956.5054744508195
2,FACILITY_1,SEMICONDUCTOR_3,4365.844413583134,5068.876497941688,0,0,1311,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,mega_hub,956.5054744508195
2,FACILITY_1,SEMICONDUCTOR_8,5559.363998656958,5559.363998656958,0,0,1106,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,high,compute_control_modules,mega_hub,956.5054744508195
2,FACILITY_1,SEMICONDUCTOR_6,4790.933580869702,4790.933580869702,0,0,608,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,high,compute_control_modules,mega_hub,956.5054744508195
2,FACILITY_1,SEMICONDUCTOR_10,4382.19399694031,5461.772155731137,1,0,769,590,56,mid_capacity,0.6352459016393442,2023-01-08,2023,1,2023-01,high,compute_control_modules,mega_hub,956.5054744508195
2,FACILITY_4,SEMICONDUCTOR_2,2273.0977438646496,2289.9529844390577,0,0,878,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,low,power_management_modules,local_dc,722.692017537207
2,FACILITY_4,SEMICONDUCTOR_5,2289.9529844390577,2289.9529844390577,0,0,865,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,low,power_management_modules,local_dc,722.692017537207
2,FACILITY_4,SEMICONDUCTOR_11,2257.253817724706,2257.253817724706,0,0,405,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,low,power_management_modules,local_dc,722.692017537207
2,FACILITY_4,SEMICONDUCTOR_12,3107.4321522978407,3090.576911723433,0,0,433,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,low,power_management_modules,local_dc,722.692017537207
2,FACILITY_4,SEMICONDUCTOR_9,3090.0712545062006,3090.0712545062006,0,0,662,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,local_dc,722.692017537207
2,FACILITY_4,SEMICONDUCTOR_4,3254.0727452951896,3237.2175047207816,0,0,1796,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,local_dc,722.692017537207
2,FACILITY_4,SEMICONDUCTOR_1,5215.517090939037,5215.517090939037,0,0,676,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,local_dc,722.692017537207
2,FACILITY_4,SEMICONDUCTOR_7,7538.1692420924455,7538.1692420924455,0,0,487,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
2,FACILITY_4,SEMICONDUCTOR_3,4267.746913440081,4284.602154014488,0,0,944,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,local_dc,722.692017537207
2,FACILITY_4,SEMICONDUCTOR_8,5249.227572087852,5215.517090939037,0,0,782,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
2,FACILITY_4,SEMICONDUCTOR_6,4922.2359049443385,4922.2359049443385,0,0,716,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
2,FACILITY_4,SEMICONDUCTOR_10,4382.19399694031,5461.772155731137,1,0,728,685,56,mid_capacity,0.5811475409836065,2023-01-08,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
2,FACILITY_3,SEMICONDUCTOR_2,2273.0977438646496,2289.9529844390577,0,0,1485,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
2,FACILITY_3,SEMICONDUCTOR_5,2289.9529844390577,2256.242503290242,0,1,1230,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
2,FACILITY_3,SEMICONDUCTOR_11,2256.242503290242,2109.6019102928926,0,1,622,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
2,FACILITY_3,SEMICONDUCTOR_12,3073.721671149025,3073.721671149025,0,0,487,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
2,FACILITY_3,SEMICONDUCTOR_9,3090.576911723433,3073.721671149025,0,0,782,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,regional_dc,739.7757706022995
2,FACILITY_3,SEMICONDUCTOR_4,3237.2175047207816,3254.0727452951896,0,0,1349,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,regional_dc,739.7757706022995
2,FACILITY_3,SEMICONDUCTOR_1,5232.372331513445,5232.372331513445,0,0,1147,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,regional_dc,739.7757706022995
2,FACILITY_3,SEMICONDUCTOR_7,7521.314001518038,7504.45876094363,0,0,851,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,high,compute_control_modules,regional_dc,739.7757706022995
2,FACILITY_3,SEMICONDUCTOR_3,4382.19399694031,4660.136914012297,0,1,1864,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,regional_dc,739.7757706022995
2,FACILITY_3,SEMICONDUCTOR_8,5576.2192392313655,5576.2192392313655,0,0,756,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,high,compute_control_modules,regional_dc,739.7757706022995
2,FACILITY_3,SEMICONDUCTOR_6,4922.2359049443385,4888.525423795523,0,0,809,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,high,compute_control_modules,regional_dc,739.7757706022995
2,FACILITY_3,SEMICONDUCTOR_10,4399.049237514718,5428.061674582321,1,0,190,590,56,mid_capacity,0.6155737704918032,2023-01-08,2023,1,2023-01,high,compute_control_modules,regional_dc,739.7757706022995
2,FACILITY_2,SEMICONDUCTOR_2,2289.9529844390577,2452.9431607935817,0,1,2363,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,low,power_management_modules,large_dc,1345.705930563683
2,FACILITY_2,SEMICONDUCTOR_5,2273.0977438646496,2452.4375035763496,0,1,2498,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,low,power_management_modules,large_dc,1345.705930563683
2,FACILITY_2,SEMICONDUCTOR_11,2273.0977438646496,2273.0977438646496,0,0,636,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,low,power_management_modules,large_dc,1345.705930563683
2,FACILITY_2,SEMICONDUCTOR_12,3074.2273283662566,3074.2273283662566,0,0,892,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,low,power_management_modules,large_dc,1345.705930563683
2,FACILITY_2,SEMICONDUCTOR_9,3107.4321522978407,3107.4321522978407,0,0,634,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,large_dc,1345.705930563683
2,FACILITY_2,SEMICONDUCTOR_4,3254.5784025124217,3254.5784025124217,0,0,1350,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,large_dc,1345.705930563683
2,FACILITY_2,SEMICONDUCTOR_1,5232.372331513445,5249.227572087852,0,0,1052,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,large_dc,1345.705930563683
2,FACILITY_2,SEMICONDUCTOR_7,7340.962927371873,7357.8181679462805,0,0,582,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,high,compute_control_modules,large_dc,1345.705930563683
2,FACILITY_2,SEMICONDUCTOR_3,4316.290006294375,5150.624414727567,0,0,1067,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,mid,mixed_signal_interface_modules,large_dc,1345.705930563683
2,FACILITY_2,SEMICONDUCTOR_8,5232.372331513445,5232.372331513445,0,0,864,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,high,compute_control_modules,large_dc,1345.705930563683
2,FACILITY_2,SEMICONDUCTOR_6,4922.2359049443385,4888.525423795523,0,0,1554,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,high,compute_control_modules,large_dc,1345.705930563683
2,FACILITY_2,SEMICONDUCTOR_10,4348.9891730087265,5461.772155731137,1,0,1391,590,56,high_capacity,0.9065573770491803,2023-01-08,2023,1,2023-01,high,compute_control_modules,large_dc,1345.705930563683
3,FACILITY_1,SEMICONDUCTOR_2,2256.242503290242,2061.058817438598,0,1,2067,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,low,power_management_modules,mega_hub,956.5054744508195
3,FACILITY_1,SEMICONDUCTOR_5,2289.9529844390577,2044.2035768641902,0,1,2471,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,low,power_management_modules,mega_hub,956.5054744508195
3,FACILITY_1,SEMICONDUCTOR_11,2289.4473272218256,2306.3025677962332,0,0,634,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,low,power_management_modules,mega_hub,956.5054744508195
3,FACILITY_1,SEMICONDUCTOR_12,3106.9264950806087,3090.0712545062006,0,0,702,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,low,power_management_modules,mega_hub,956.5054744508195
3,FACILITY_1,SEMICONDUCTOR_9,3073.721671149025,3090.576911723433,0,0,1187,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,mid,mixed_signal_interface_modules,mega_hub,956.5054744508195
3,FACILITY_1,SEMICONDUCTOR_4,3237.2175047207816,3254.0727452951896,0,0,2349,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,mid,mixed_signal_interface_modules,mega_hub,956.5054744508195
3,FACILITY_1,SEMICONDUCTOR_1,5215.517090939037,5215.517090939037,0,0,1593,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,mid,mixed_signal_interface_modules,mega_hub,956.5054744508195
3,FACILITY_1,SEMICONDUCTOR_7,7521.8196587352695,7504.964418160862,0,0,892,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,high,compute_control_modules,mega_hub,956.5054744508195
3,FACILITY_1,SEMICONDUCTOR_3,5199.167507581861,5232.877988730676,0,0,1526,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,mid,mixed_signal_interface_modules,mega_hub,956.5054744508195
3,FACILITY_1,SEMICONDUCTOR_8,5576.2192392313655,5576.2192392313655,0,0,1161,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,high,compute_control_modules,mega_hub,956.5054744508195
3,FACILITY_1,SEMICONDUCTOR_6,4922.2359049443385,4905.380664369931,0,0,635,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,high,compute_control_modules,mega_hub,956.5054744508195
3,FACILITY_1,SEMICONDUCTOR_10,5576.2192392313655,5542.50875808255,0,0,446,590,56,mid_capacity,0.6352459016393442,2023-01-15,2023,1,2023-01,high,compute_control_modules,mega_hub,956.5054744508195
3,FACILITY_4,SEMICONDUCTOR_2,2256.7481605074736,2256.7481605074736,0,0,987,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,low,power_management_modules,local_dc,722.692017537207
3,FACILITY_4,SEMICONDUCTOR_5,2256.242503290242,2256.242503290242,0,0,783,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,low,power_management_modules,local_dc,722.692017537207
3,FACILITY_4,SEMICONDUCTOR_11,2273.6034010818817,2256.7481605074736,0,0,431,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,low,power_management_modules,local_dc,722.692017537207
3,FACILITY_4,SEMICONDUCTOR_12,3106.9264950806087,3123.7817356550163,0,0,514,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,low,power_management_modules,local_dc,722.692017537207
3,FACILITY_4,SEMICONDUCTOR_9,3107.4321522978407,3107.4321522978407,0,0,797,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,mid,mixed_signal_interface_modules,local_dc,722.692017537207
3,FACILITY_4,SEMICONDUCTOR_4,3254.5784025124217,3254.5784025124217,0,0,1122,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,mid,mixed_signal_interface_modules,local_dc,722.692017537207
3,FACILITY_4,SEMICONDUCTOR_1,5215.517090939037,5232.372331513445,0,0,906,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,mid,mixed_signal_interface_modules,local_dc,722.692017537207
3,FACILITY_4,SEMICONDUCTOR_7,7521.314001518038,7521.314001518038,0,0,553,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
3,FACILITY_4,SEMICONDUCTOR_3,5232.372331513445,5232.372331513445,0,0,1093,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,mid,mixed_signal_interface_modules,local_dc,722.692017537207
3,FACILITY_4,SEMICONDUCTOR_8,5249.227572087852,5249.227572087852,0,0,919,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
3,FACILITY_4,SEMICONDUCTOR_6,4905.380664369931,4905.380664369931,0,0,836,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
3,FACILITY_4,SEMICONDUCTOR_10,5363.674655588083,5346.819415013675,0,0,283,685,56,mid_capacity,0.5811475409836065,2023-01-15,2023,1,2023-01,high,compute_control_modules,local_dc,722.692017537207
3,FACILITY_3,SEMICONDUCTOR_2,2289.9529844390577,2289.9529844390577,0,0,1796,590,56,mid_capacity,0.6155737704918032,2023-01-15,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
3,FACILITY_3,SEMICONDUCTOR_5,2256.242503290242,2273.0977438646496,0,0,1066,590,56,mid_capacity,0.6155737704918032,2023-01-15,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
3,FACILITY_3,SEMICONDUCTOR_11,2256.242503290242,2109.6019102928926,0,1,648,590,56,mid_capacity,0.6155737704918032,2023-01-15,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
3,FACILITY_3,SEMICONDUCTOR_12,3090.576911723433,3090.576911723433,0,0,621,590,56,mid_capacity,0.6155737704918032,2023-01-15,2023,1,2023-01,low,power_management_modules,regional_dc,739.7757706022995
3,FACILITY_3,SEMICONDUCTOR_9,3107.4321522978407,3073.721671149025,0,0,851,590,56,mid_capacity,0.6155737704918032,2023-01-15,2023,1,2023-01,mid,mixed_signal_interface_modules,regional_dc,739.7757706022995
3,FACILITY_3,SEMICONDUCTOR_4,3287.277569226773,3287.277569226773,0,0,1431,590,56,mid_capacity,0.6155737704918032,2023-01-15,2023,1,2023-01,mid,mixed_signal_interface_modules,regional_dc,739.7757706022995
