country_code,supplier_id,lead_time_mean,lead_time_stddev,lead_time_variance,disruption_probability,compliance_eligibility,logistics_reliability
JPN,SUP_JPN_52,86.80579290004596,5.962450256521431,35.55081306149248,0.23106943263607133,0.80518773200415,0.8103289625576912
JPN,SUP_JPN_53,86.36090255366744,5.852105139660049,34.247134565635555,0.22513954765489802,0.7549664420768669,0.7966675040669831
MEX,SUP_MEX_54,78.93692588182742,5.895007081495223,34.75110849087883,0.5162259526262576,0.35389759633229284,0.5923073135804524
MEX,SUP_MEX_55,80.18339647477009,8.205066197250638,67.32311130126504,0.5358570148926234,0.39653625576793405,0.5912278587511111
MEX,SUP_MEX_56,77.53315712775475,7.552634053692832,57.04228114900062,0.5267770722144282,0.3482223939970131,0.6211117223185063
MYS,SUP_MYS_57,97.89543842573808,6.573087675237469,43.20548158635871,0.37936418790868826,0.5552804756938178,0.7308086660568421
MYS,SUP_MYS_58,96.34901859862856,6.3954967284499,40.902378403613376,0.39875685869375466,0.6217709122287569,0.7506705681067232
MYS,SUP_MYS_59,97.83581403492906,6.111140549147264,37.34603881143193,0.38212490681687705,0.5921111930475692,0.7441939106471429
MYS,SUP_MYS_60,97.74697309862756,6.5816577399017095,43.318218605208074,0.37102890658617926,0.5753561357986589,0.7439226285562333
MYS,SUP_MYS_61,101.50016616153493,7.637754834137155,58.335298906385475,0.40847917203474376,0.5905285211503835,0.7421232846513476
MYS,SUP_MYS_62,93.67456067341706,5.874361284650958,34.50812050260606,0.40834690702574683,0.6115557395281007,0.7091324088471397
MYS,SUP_MYS_63,92.60327625083072,6.587281837503946,43.392282006709365,0.36841013387010535,0.607716736409772,0.738114737531809
MYS,SUP_MYS_64,96.62667460005576,5.521518408823533,30.48716553897716,0.41649013083543124,0.6161569351895476,0.711582171676975
NLD,SUP_NLD_65,99.24812633288474,8.955969718530934,80.20939359924304,0.19930908413677892,0.7973445899739543,0.8430084560115657
NLD,SUP_NLD_66,87.50104401998522,7.5776421884847,57.42066113670319,0.20511341056732446,0.8250174058087903,0.7974053321202361
NLD,SUP_NLD_67,90.56894458352483,8.214084292639539,67.4711807665876,0.22540553906260433,0.8338841001071919,0.7870896074665353
NLD,SUP_NLD_68,96.74275298263987,7.825076297783595,61.23181906613461,0.20689254606879076,0.8809934311725185,0.8024496677581282
SGP,SUP_SGP_69,103.81647396972981,7.031540440309116,49.44256096370251,0.14295573163723227,0.8615257366489899,0.8699483761388371
SGP,SUP_SGP_70,104.6858204681372,5.77054325396054,33.2991694458295,0.1299994400577027,0.940477055367886,0.8476671108315834
SGP,SUP_SGP_71,94.53508956816772,5.595774594178881,31.312693308857817,0.13704374061166036,0.9049906416378253,0.9199545740858895
SGP,SUP_SGP_72,97.77351049212147,6.550628787445449,42.91073751090904,0.12535991272808494,0.8299030938238188,0.8836699462847191
SGP,SUP_SGP_73,99.0133491478575,5.967212651870405,35.60762683264223,0.12235838081248797,0.8522800446573365,0.8494208472151422
SGP,SUP_SGP_74,96.68027882542417,4.983856889542628,24.83882949544152,0.13150894895020912,0.9468903464005021,0.8791622926780869
SGP,SUP_SGP_75,101.82417069069676,6.398970743858603,40.94682658075833,0.12953671055975025,0.9303997349639496,0.8771456053938629
SGP,SUP_SGP_76,96.16965687288415,6.277161007785538,39.402750317663155,0.13091352647967178,0.9159271952231925,0.8428078689354198
SGP,SUP_SGP_77,101.06113986426736,5.874313741381005,34.5075619321777,0.1214359003268702,0.8838746146086945,0.892496470376695
SGP,SUP_SGP_78,94.7196422514252,5.369151970996615,28.827792887656834,0.1337642700842943,0.8664513816971673,0.8448319068541302
THA,SUP_THA_79,100.27738657300773,5.412811575348326,29.29852915022483,0.4899827930607389,0.47703849897973105,0.710977969160576
THA,SUP_THA_80,98.68179919371597,6.505388744104557,42.32008271192226,0.47588941855000133,0.4454503605517557,0.6909702164819898
THA,SUP_THA_81,100.47549522515857,5.644594035161522,31.861441821781032,0.4468166350654445,0.4872214870156617,0.6827788358022479
THA,SUP_THA_82,96.22486875323416,6.099136678032424,37.19946821732039,0.46797283430684833,0.48334015176206363,0.6868907258493788
THA,SUP_THA_83,98.08384256759732,5.424880635902865,29.42932991379388,0.49896726485096,0.5180761761687984,0.7256761753303203
THA,SUP_THA_84,96.50220774300092,5.437765931577119,29.56929832662077,0.4803400094204267,0.48550751369621076,0.7041546255001887
THA,SUP_THA_85,95.70155680775832,6.08541734091924,37.03230421316059,0.47553561300695507,0.4781930719257897,0.7025255228154738
THA,SUP_THA_86,98.5791744403762,5.754679603292909,33.11633733655544,0.43011292923478417,0.518949451041826,0.6964727512614854
THA,SUP_THA_87,95.39462810425863,5.507385142347259,30.33129110614733,0.45485815825995307,0.4980494844154532,0.7126183939422489
USA,SUP_USA_88,68.04975100059092,5.4562521552495795,29.770687581665683,0.3420550179545039,0.7557135060256223,0.7518095815685206
USA,SUP_USA_89,65.48202896384551,4.526439740898105,20.48865672798171,0.29052755638362987,0.7380440135698989,0.7642307715622315
USA,SUP_USA_90,63.552058083239025,5.599639027801576,31.355957241678574,0.34205521939636885,0.7893301977194606,0.7879591534575731
USA,SUP_USA_91,66.50311724715881,5.185242612236006,26.886740947748077,0.3440719204372613,0.7295537353351664,0.8031346599886718
